1618, 720
-1592, -1272
-1545, -1722
-416, -694
-146, -84
137, -303
69, -522
-587, 153
-867, 74
-1263, 507
-753, 622
284, 1208
486, 1043
1531, 841
1776, 724
2009, 576
2249, 727
1769, -868
1446, -906
1971, -1168
2170, -954
-779, -572
440, -675
409, -639
457, -628
496, -616
521, -603
-333, -211
-377, -170
-375, -103
-467, -254
-518, -303
-539, -141
-508, -65
-401, -44
-319, -130
-251, -422
-251, -563
-355, -596
-598, -599
-365, 320
-382, 348
-306, 439
-311, 479
-241, 453
-459, 988
-410, 1072
-274, 1033
-395, 1203
-289, 1203
-220, 1165
-197, 1281
-67, 1283
1, 1227
31, 1324
140, 1367
220, 1326
307, 1317
500, 1276
529, 1184
463, 1226
492, 1277
427, 1158
371, 1083
439, 1046
871, 1120
934, 1055
1301, 1070
1714, 839
1728, 895
1745, 1003
1777, 1133
1848, 1269
1857, 1227
1867, 858
1867, 858
2272, 345
2205, 381
2233, 479
2137, 567
2185, 612
2095, 631
1910, 560
1872, 498
1930, 631
2245, -503
2314, -442
2306, -401
2321, -258
2207, 79
2194, 5
2047, 120
2015, 146
1933, 226
1315, -563
1260, -604
1121, -685
1015, -727
813, -675
747, -591
859, -551
868, -466
941, -446
1034, -384
1007, -347
930, -299
1255, 83
1245, 122
1272, 158
1024, -951
756, -918
713, -915
900, -915
28, -1471
-2, -1368
45, -1299
114, -1349
206, -1244
332, -1237
-1035, -742
-1063, -613
-987, -747
-1211, -797
-1186, -666
-956, -391
-1015, 467
-1032, 515
-986, 529
-1042, 571
-1074, 602
-989, 655
-1073, 584
-1045, 502
-1168, 510
-1098, 653
-1277, 736
-1280, 595
-1426, 669
-1358, 698
-1290, 624
-1329, 688
-1390, 590
-1450, 517
418, 836
464, 848
491, 824
506, 814
637, 745
2354, -422
2410, -718
2580, -475
