1097, 474
450, -266
0, 858
85, 1023
208, 1000
164, 907
-64, 1009
-155, 947
1245, 525
1324, 483
1269, 409
543, 191
492, 303
609, -234
728, -270
631, -374
951, -370
833, -446
328, -127
260, -174
475, -512
1680, 483
890, 757
-70, 84
1804, -592
2109, -330
1959, -492
2053, -496
2041, -590
1529, -565
1465, -608
2175, -189
1785, 384
1837, 272
-113, 208
-225, 127
787, -87
615, 321
867, 350
937, 433
1018, 734
-50, 693
-55, 615
-140, 576
889, -642
960, -659
1072, -637
994, -534
1125, -549
1106, -454
1130, -339
1028, -278
1220, -368
1208, -477
1349, -408
1440, -447
1620, -489
1562, -389
1458, -334
1365, -294
1417, -194
1521, -237
1627, -284
1718, -327
1865, -325
1876, -237
1761, -203
1638, -161
1533, -116
1519, -15
1649, -44
1752, -66
1866, -106
2016, -89
2031, 21
1910, 31
1778, 58
1632, 93
1489, 114
1739, 198
1596, 217
1433, 193
1550, 79
1499, 291
1577, 305
1383, 301
1247, 324
1135, 314
989, 305
913, 277
824, 238
736, 183
668, 110
605, 52
542, -20
544, -116
632, -156
717, -196
828, -222
928, -246
440, -51
347, -20
245, 9
146, 43
63, 88
17, 171
-20, 264
-8, 367
20, 445
42, 538
97, 620
180, 696
289, 715
399, 714
481, 714
602, 708
693, 674
802, 639
908, 626
1028, 645
1147, 643
1244, 615
1334, 581
1428, 527
1455, 452
1458, 360
1659, 698
2026, 565
1691, -837
1865, -1171
10, -130
320, -451
-733, 150
-696, 543
-1253, 508
294, 1214
-631, -682
-1625, -1447
230, -668
530, 558
611, 596
414, 624
2316, -532
963.65, -90.8502
1117.86, -60.9067
