981, 233
1287, 236
1314, 203
1318, 126
1353, 91
1363, -135
1287, -140
1256, -178
983, -209
906, -209
872, -177
830, -146
758, -149
721, -113
678, -80
643, -41
683, -8
755, -6
828, -6
869, 81
925, 169
952, 203
1133, 231
110, 146
76, 193
54, 231
52, 308
96, 343
147, 381
186, 414
322, 415
207, 102
365, 95
414, 127
417, 198
419, 276
417, 353
308, 355
212, 173
971, 74
1116, 166
735, 343
-162, 788
1941, -604
2153, -580
1916, 148
1141, 739
2309, 1691
871, -203
640, -72
954, 236
56, 350
102, 193
418, 255
234, 191
751, 327
1141, 179
954, 91
292, 370
1926, -589
2089, -673
1640, -634
1065, 1002
368, -808
315.26, 633.236
270, 569
212, 526
1395.99, 591.364
1434.57, 560.772
1424.45, 512.853
1317.66, 588.572
418, 67
402, 19
2076, 213
2066, 151
313, 577
307, 535
1461, 617
1461, 617
1461, 617
436, 21
438, -13
2043, 178
2016, 158
1132.28, -215.431
1384.29, -19.9548
1384.29, 78.2733
1386.11, -110.907
1276.64, -22.7069
-340.1, 0.375122
