-1248, -1192
-1095, -1191
-1061, -1224
-1057, -1300
-1057, -1368
-1088, -1397
-1163, -1402
-1238, -1404
-1267, -1360
-1307, -1337
-1387, -1335
-1419, -1288
-1403, -1192
-1423, -1222
-1427, -1192
-1060, -1390
-1183, -1293
-1287, -1259
-1140, 624
-1758, 848
1747, 798
1675, 792
1627, 756
1627, 681
1627, 557
1623, 325
1620, 163
1650, 122
1723, 118
1774, 77
1813, 37
1848, -9
1886, -56
1925, -89
1962, -126
2028, -135
2074, -175
2121, -210
2190, -214
1790, 764
1827, 735
1905, 728
1960, 731
2039, 728
2109, 724
2191, 724
2264, 722
2338, 722
2372, 753
2403, 790
2446, 821
2489, 848
2224, -176
2265, -153
2345, -157
2419, -157
2496, -159
1754, 561
1781, 303
1627, 788
1613, 122
2446, 860
2076, -207
2520.84, 807.069
2525.89, 729.511
2527.15, 649.41
2527.15, 574.395
2524.63, 495.565
2523.36, 419.279
2519.57, 341.721
2518.31, 274.335
2514.52, 203.134
2514.52, 131.933
2515.79, 65.8181
2515.79, 2.246
2522.1, -72.7691
2520.84, -128.713
2524.42, -160.786
