-964, 930
-1577, 838
-2030, 1210
-905, 229
18, 646
-847, 1101
-724, 1026
-793, 946
-785, 664
-887, 715
-1274, 651
-1464, 1203
-1369, 1291
-1501, -762
-1503, -868
-1507, -985
-1379, -866
-1387, -985
-1040, -912
-924, -909
-825, -913
-1009, -1024
-913, -1021
-1265, -931
-932, -1165
-532, -1346
-1712, -1289
-1970, -554
1848, 121
1969, 33
2059, -9
1956, 663
2077, 656
2241, 568
1248, 33
1250, 896
547, -797
2005, 193
-1272, 842
-1134, 777
-1252, 950
-235.4, -737.609
-352.7, -797.943
-434.3, -887.583
-1311.2, -10.0104
-1244.9, -97.9265
-1200.7, -168.604
-1929.6, 665.856
-1987.4, 572.768
-428.1, 1307.21
-343.1, 1291.7
604.8, 822.76
662.6, 719.329
819, 827.931
1759.7, -44.5211
1844.7, -127.266
1984.1, -253.107
2295.2, -758.193
1904.1, 798.592
2012.9, 833.069
1785.1, 1026.14
1871.8, 1153.7
1958.5, 1002.01
2123.4, 1039.93
2222, 1272.65
1894.5, 1348.57
1794.2, 1439.94
2317.8, 1610.6
2557.6, 783.06
2521.9, -82.361
