-798, 329
-1079, 173
-121, 570
137, 623
-1913, 1188
-2248, 1056
-410, -1242
-526, -1535
-1644, -1415
-1988, -719
-1715, -500
-97, 545
-129, 617
-71, 731
-116, 838
-252, 702
-278, 684
-190, 838
-553, 960
-583, 1063
-662, 1174
-571, 1172
-512, 1079
-1557, 1366
-1574, 1425
-1497, 1428
-1476, 1495
-1360, 1523
-2244, 1247
-2264, 1318
-2199, 1314
-2178, 1359
-2083, 1415
-1942, 1350
-1844, 1444
-1883, 1046
-1946, 1093
-2023, 1062
-2090, 1003
-1877, -107
-1894, 24
-1793, 6
-1799, 96
-1751, 173
-1688, 224
-816, -363
-879, -273
-830, -222
-800, -200
-846, 50
-869, 83
-217, -764
-274, -768
-335, -834
-411, -899
-439, -835
-324, -734
-261, -699
-1163, -171
-1286, -33
-1367, 23
-1359, 45
-1252, -53
-1165, -146
-1207, -181
-1266, -101
-1319, -30
-1243, -47
-1216, -121
565, 616
708, 642
709, 690
652, 693
633, 732
623, 799
541, 863
617, 862
918, 754
788, 827
798, 875
844, 860
-345, 1298
-428, 1346
-444, 1334
-419, 1260
-494, 1313
-412, 1330
-379, 1330
-322, 1366
-256, 1287
-371, 1276
-1969, 614
-1994, 689
-1982, 736
-1890, 684
-1892, 634
-1941, 659
-2020, 615
-2046, 595
-2005, 489
-1997, 565
-121, -728
-196, -728
-242, -730
-378, -798
1310, -230
1296, -166
1339, -156
1492, -199
1490, -127
1374, 8
1434, 21
1622, -134
1646, -177
1468, -113
1424, -132
1085, 716
1095, 84
1358, -124
1412, 128
1313, 1050
726, -803
248, -670
