-56, -425
141, -423
121, -307
115, -538
-90, -597
-224, -463
-291, -554
-379, -116
-288, -8
-528, -137
-494, -302
272, -106
338, -262
402, -204
-410, 727
-268, 744
-241, 672
-427, 564
-545, 1078
-472, 1041
-543, 952
73, 956
185, 935
214, 683
-447, -199
-294, -171
-65, -212
-208, -323
-206, -590
-215, -524
-296, -479
350, -188
980, 102
1046, 200
1648, 187
1535, 249
1422, 753
1761, 500
1075, -199
706, 368
1201, 478
19, 1250
-932, 0
-377, -884
-606, 543
717, 1431
929, 1183
696, 1195
596, 1207
791, 1552
1061, 1337
-114, 27
-154, 231
-47, 293
295, 453
389, 408
-585, -673
-918, -361
308, 895
713, -1756
806, -1830
605, -1696
527, -1630
413, -1568
291, -1541
192, -1485
97, -1404
72, -1294
48, -1153
55, -1016
83, -932
119, -817
17, -760
-96, -756
-222, -754
-344, -734
-392, -637
-426, -551
-507, -490
-592, -456
-703, -434
-730, -335
-740, -244
-728, -116
-679, -42
-596, 26
-522, 95
-454, 196
-564, 233
-641, 291
-719, 379
-782, 426
-848, 474
-967, 546
-994, 658
-998, 781
-991, 889
-374, 284
-297, 348
-161, 402
-63, 479
8, 545
103, 551
192, 562
309, 553
397, 621
420, 724
483, 814
551, 895
475, 1000
414, 1057
310, 1077
191, 1093
69, 1110
-22, 1141
-140, 1158
-259, 1179
-352, 1241
-422, 1322
-515, 1331
-643, 1312
-760, 1288
-864, 1274
-961, 1219
-964, 1121
-961, 1017
957, 1877
930, 1798
928, 1717
915, 1626
906, 1519
939, 1431
925, 1334
840, 1302
709, 1286
622, 1298
497, 1303
412, 1288
389, 1186
-647.175, 711.032
