181, 199
87, 112
270, 132
309, 93
375, 94
414, 60
452, 24
489, -210
489, -292
461, -333
417, -378
385, -416
355, -533
324, -576
286, -618
254, -656
213, -688
179, -727
131, -703
88, -678
20, -682
-50, -685
-122, -687
-204, -687
-266, -687
-298, -646
-323, -610
-355, -574
-356, -505
-357, -431
-328, -397
-293, -356
-292, -281
-258, -247
-210, -209
-211, -131
-183, -105
-114, -103
-40, -100
44, -99
79, -48
-736, 1038
1417, 222
-836, 1052
-772, 1142
-695, 1144
-656, 1177
-617, 1205
-543, 1208
-463, 1208
-425, 1170
-386, 1144
-315, 1144
-283, 1103
-248, 1059
-202, 1023
-197, 947
-152, 908
-89, 912
-24, 908
13, 814
15, 660
-21, 624
-101, 619
-135, 577
-161, 541
-241, 537
-318, 530
-349, 498
-385, 468
-463, 466
-538, 463
-517, 369
-838, 892
-837, 820
-808, 777
-771, 735
-771, 663
-772, 589
-775, 519
-740, 486
-617, 460
-682, 466
-429, 1214
-131, 623
-715, 1022
410, 102
358, -456
356, -428
-303, -401
70, -96
132, -732
81, -425
1435, 198
1411, 333
512, 1426
178, 136
-453, -413
1037, 1500
-656, 986
-664, 938
-1067, -96
-1101, -130
-1071, -99
1147, 1541
1147, 1541
1169, 1414
1169, 1414
-1021, 248
-1021, 248
-1021, 248
363, 1441
363, 1441
363, 1441
363, 1441
363, 1441
299, 1386
491.8, -70.3449
408.5, -72.0688
