270, 132
309, 93
375, 94
414, 60
452, 24
489, -210
489, -292
461, -333
417, -378
179, -727
131, -703
88, -678
20, -682
-50, -685
-122, -687
-204, -687
-266, -687
-298, -646
-323, -610
-355, -574
-356, -505
-357, -431
-210, -209
-211, -131
-183, -105
-114, -103
-40, -100
44, -99
79, -48
-315, 1144
-283, 1103
-248, 1059
-202, 1023
-197, 947
-152, 908
-89, 912
-24, 908
15, 660
-21, 624
-101, 619
-135, 577
-161, 541
-241, 537
-318, 530
-349, 498
-385, 468
-463, 466
-538, 463
1785, 1593
2047, 1526
1676, -1603
1524, -1766
-1513, -1720
-1355, -1618
-451, -1725
-2231, -503
-1968, 1215
-2272, 922
2031, 1546
1874, 1464
-1264, -1741
-433, -1749
-2245, -489
-1992, 1105
2187, -37
-1525.03, 1369.85
-1622, 1420
-1764, 1517
-1818.14, 1629.69
-1658, 1445
-1537.51, 1462.89
-1693, 1469
-1728, 1494
-1606.29, 1441.13
-1215.92, 1178.42
-1758.38, 1456.87
-1870.29, 1454.44
-1795.45, 1555.71
-1825, 1396
-1863, 1417
-1775.65, 1336.37
-1969.32, -294.689
-1878.16, -329.551
-1597.6, -53.5638
-1800, -141
-1299.58, 170.585
-1658.33, -13.0889
-1716.03, -58.775
-1669.22, -146.62
-1856, -25
-2074.62, -8.34513
-1697.1, 181.438
-1324.12, 315.202
-1894, 110
-1428.24, 318.773
-794.925, -1471.22
-793.651, -1384.97
-424.266, -1214.8
-233.111, -1083.33
-762.775, -1581.4
-571.297, -1285.02
-478.268, -1434.33
-523.455, -1376.58
-816, -1412
-493.026, -1279.79
-646.709, -1251.05
-583.683, -1490.26
-727.365, -1508.36
1221.72, -1095.8
1565.08, -1322.58
1786.93, -1474.93
1288.53, -1040.19
1643.87, -1270.74
1872.3, -1327.77
1906.13, -208.156
1922.56, -328.712
2018.69, -247.294
1845.14, -343.32
2058, 1078
2073, 909
1322.09, 1463.95
1419, 1539
1583, 1615
1638.51, 1629.53
1573.59, 1661.29
1527.64, 1599.65
1455, 1561
1084.28, 1114.1
1596.53, 1565.01
1524, 1549
1505, 1621
1451.17, 1419.29
1558.94, 1460.05
1630, 1589
1597.77, 1379.28
1694.24, 1239.86
1614.12, 1332.22
895.604, 814.815
1749.36, 1416.05
952.206, 832.241
906.936, 780.286
1656.24, 1358.48
941.202, 774.159
954.295, -1186.71
1051.97, -1303.09
986.652, -1225.35
1018.77, -1263.27
20.3547, -1240.43
-10, -1279.85
64.8873, -1186.75
-1018.5, 695.197
-1619.6, 658.383
-1669.63, 656.458
-1666.24, 607.389
-1046.46, 674.423
2149, -158
2166, -144
278.075, -492.054
76.7749, 304.075
-607.95, 729.91
